table_name,policy_name,permissive,roles,cmd,using_expr,with_check_expr
sub_period_submissions,Management can view all sub-period submissions,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
sub_period_submissions,Managers can view their reports' sub-period submissions,PERMISSIVE,public,SELECT,"(has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = sub_period_submissions.kpi_id) AND (p.reporting_manager_id = auth.uid())))))",""
sub_period_submissions,Skip-level managers can view reports sub-period submissions,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = sub_period_submissions.kpi_id) AND (get_skip_level_manager(p.id) = auth.uid()))))",""
sub_period_submissions,Employees can update their own sub-period submissions,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM kpis
  WHERE ((kpis.id = sub_period_submissions.kpi_id) AND (kpis.employee_id = auth.uid()))))",""
system_audit_logs,Nobody can delete system audit logs,PERMISSIVE,authenticated,DELETE,false,""
system_audit_logs,Authenticated can insert system audit logs,PERMISSIVE,authenticated,INSERT,"",((performed_by = auth.uid()) OR (performed_by IS NULL))
system_audit_logs,Admins can view system audit logs,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
system_audit_logs,Nobody can update system audit logs,PERMISSIVE,authenticated,UPDATE,false,""
system_settings,Allow admins to manage settings,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
system_settings,Admins can read all settings,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
system_settings,Authenticated users can read allowlisted settings,PERMISSIVE,authenticated,SELECT,"(setting_key = ANY (ARRAY['auto_logout_minutes'::text, 'branding_company_name'::text, 'branding_loader_rocket_color'::text, 'branding_loader_show_logo'::text, 'branding_loader_tagline'::text, 'branding_max_size_mb'::text, 'compliance_exclude_bimonthly_not_due'::text, 'compliance_exclude_halfyearly_not_due'::text, 'compliance_exclude_org_kpi'::text, 'compliance_exclude_quarterly_not_due'::text, 'compliance_exclude_sent_back'::text, 'compliance_exclude_yearly_not_due'::text, 'compliance_penalty_auto_remark'::text, 'compliance_penalty_deadline_day'::text, 'compliance_penalty_enabled'::text, 'daily_aggregation_method'::text, 'dev_report_enabled'::text, 'dev_report.project_name'::text, 'dev_report.repository'::text, 'dev_report.tech_stack'::text, 'dev_report.workstreams'::text, 'employee_import_column_order'::text, 'employee_import_mandatory_fields'::text, 'employee_master_field_requirements'::text, 'enable_kpi_canonical_autolink'::text, 'evidence_allow_paste'::text, 'evidence_allowed_types'::text, 'evidence_max_files_per_kpi'::text, 'evidence_max_size_mb'::text, 'hub_enforcement_pilot_enabled'::text, 'hub_platform_settings_enabled'::text, 'image_compression_enabled'::text, 'image_compression_policy'::text, 'import_allowed_types'::text, 'import_background_threshold'::text, 'import_duplicate_handling'::text, 'import_max_rows'::text, 'import_max_size_mb'::text, 'kpi_import_column_order'::text, 'kpi_import_mandatory_fields'::text, 'kra_export_columns'::text, 'manager_penalty_auto_remark'::text, 'max_upload_size_mb'::text, 'menu_overrides_enabled'::text, 'pending_review_auto_remark'::text, 'pending_review_deadline_day'::text, 'pending_review_effective_from_month'::text, 'pms_pip_threshold'::text, 'report_overrides_enabled'::text, 'report_tile_overrides'::text, 'review_action_notes_visibility'::text, 'score_calculation_mode'::text, 'server_compression_enabled'::text, 'server_compression_pms_rewrite'::text, 'show_dummy_in_excel'::text, 'show_dummy_in_frontend'::text]))",""
template_bundle_items,Admins can manage all bundle items,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
template_bundle_items,Authenticated users can view bundle items,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM template_bundles tb
  WHERE ((tb.id = template_bundle_items.bundle_id) AND (tb.is_active = true))))",""
template_bundles,Admins can manage all bundles,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
template_bundles,Authenticated users can view active bundles,PERMISSIVE,authenticated,SELECT,(is_active = true),""
template_change_logs,Admins can manage template change logs,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
training_needs,Admin can delete training needs,PERMISSIVE,public,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
training_needs,Managers can create training needs for team,PERMISSIVE,public,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'manager'::app_role) OR (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = training_needs.employee_id) AND (p.reporting_manager_id = auth.uid())))))"
training_needs,Admin and HR can view all training needs,PERMISSIVE,public,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
training_needs,Employees can view their own training needs,PERMISSIVE,public,SELECT,(auth.uid() = employee_id),""
training_needs,Managers can view team training needs,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = training_needs.employee_id) AND (p.reporting_manager_id = auth.uid()))))",""
training_needs,Authorized users can update training needs,PERMISSIVE,public,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = training_needs.employee_id) AND (p.reporting_manager_id = auth.uid())))))",""
user_roles,Admins can manage all roles,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
user_roles,Auditors can view auditor roles,PERMISSIVE,authenticated,SELECT,"((role = 'auditor'::app_role) AND has_role(auth.uid(), 'auditor'::app_role))",""
user_roles,Users can view their own roles,PERMISSIVE,authenticated,SELECT,(auth.uid() = user_id),""
vessel_monthly_entries,Admins can delete vessel entries,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
vessel_monthly_entries,Menu override users can delete vessel entries,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
vessel_monthly_entries,Admins can insert vessel entries,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
vessel_monthly_entries,Menu override users can insert vessel entries,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
vessel_monthly_entries,Authenticated users can read vessel entries,PERMISSIVE,authenticated,SELECT,true,""
vessel_monthly_entries,Admins can update vessel entries,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
vessel_monthly_entries,Menu override users can update vessel entries,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
workflow_config,Admins can manage workflow_config,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
workflow_config,Authenticated users can view workflow_config,PERMISSIVE,authenticated,SELECT,true,""
workflow_config_migration_log,Admins can insert migration log,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
workflow_config_migration_log,Admins can view migration log,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
workflow_final_score_rules,wfsr_write_admin_hr_mgmt,PERMISSIVE,authenticated,ALL,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))"
workflow_final_score_rules,wfsr_select_privileged,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'auditor'::app_role) OR has_role(auth.uid(), 'manager'::app_role))",""
workflow_settings,Authenticated users can view workflow settings,PERMISSIVE,authenticated,SELECT,true,""
workflow_settings,Only admins can update workflow settings,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_roles
  WHERE ((user_roles.user_id = auth.uid()) AND (user_roles.role = 'admin'::app_role))))",""
workflow_templates,Admins can manage workflow_templates,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
workflow_templates,Authenticated users can view workflow_templates,PERMISSIVE,authenticated,SELECT,true,""
